client_id,unit_of_measure,kzex3,kzex6,andec,kzkeh,kzwob,kz1eh,kz2eh,dimid,zaehl,nennr,exp10,addko,expon,decan,isocode,primary,temp_value,temp_unit,famunit,press_val,press_unit,operation_flag,is_deleted,record_timestamp
100,KT,X,X,,X,,,,MASS,1000000,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,LB,X,X,,X,,,,MASS,453592,1000000,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,OZ,X,X,,X,,,,MASS,56699,2000000,,,,,ONZ,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,TON,X,X,,X,,,,MASS,113398,125,,,,,STN,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,H,,,3.0,X,,,,TIME,3600,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,10,X,X,,X,,,,TIME,86400,1,,,,,DAY,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MS,X,X,,X,,,,TIME,1,1000,,,,,C26,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,NS,X,X,,X,,,,TIME,1,1000000,-3.0,,,,C47,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,PS,X,X,,X,,,,TIME,1,1,-12.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MIS,X,X,,X,,,,TIME,1,1000000,,,,,B98,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,TST,X,X,,X,,,,TIME,12,17,,9.0,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,C36,X,X,,X,,,,ACBAC,1,1,,,,3.0,C36,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,C38,X,X,,X,,,,ACBAC,1000,1,,,,3.0,C38,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,V02,X,X,,X,,,,ACBAC,1,1,,,,3.0,C36,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,GQ,X,X,,X,,,,DENSI,1,1,-9.0,,,,GQ,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,A93,X,X,,X,,,,DENSI,1,1,-3.0,,,,A93,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,B34,X,X,,X,,,,DENSI,1,1,3.0,,,,B34,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,D41,X,X,,X,,,,DENSI,1,1,3.0,,,,D41,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,GLI,X,X,,X,,,,DENSI,1,1,,,,,GL,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MGL,X,X,,X,,,,DENSI,1,1000,,,,,M1,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MGQ,X,X,,X,,,,DENSI,1,1000000,,,,,GP,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,RHO,X,X,,X,,,,DENSI,1000,1,,,,,23,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,UGL,X,X,,X,,,,DENSI,1,1,-6.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,kgb,X,X,,X,,,,DENSI,838641437,1,-8.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,kgs,X,X,,,,,,DENSI,372397870,1,-7.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,lbg,X,X,,,,,,DENSI,119826420,1,-6.0,,,,GE,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,lbs,X,X,,,,,,DENSI,168916832,1,-7.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,tbl,X,X,,,,,,DENSI,838641437,1,-5.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,tgl,X,X,,,,,,DENSI,239652841,1,-3.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,tm3,X,X,,,,,,DENSI,1,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,KA,X,X,,,,,,ECURR,1000,1,,,,,B22,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MA,X,X,,,,,,ECURR,1,1000,,,,,4K,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,B84,X,X,,X,,,,ECURR,1,1,-6.0,,,,B84,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,C39,X,X,,X,,,,ECURR,1,1,-9.0,,,,C39,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,WTL,X,X,,X,,,,EVARA,1,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,B47,X,X,,X,,,,FORCE,1,1,3.0,,,,B47,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,B73,X,X,,X,,,,FORCE,1,1,6.0,,,,B73,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,KHZ,X,X,,,,,,FREQU,1000,1,,,,,KHZ,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MHZ,X,X,,,,,,FREQU,1000000,1,,,,,MHZ,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,PMI,X,X,,X,,,,FREQU,1,60,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,kgj,X,X,,,,,,MAPER,1,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,kgm,X,X,,,,,,MAPER,947817120,1,-18.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,lbb,X,X,,,,,,MAPER,429922614,1,-12.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,lbm,X,X,,,,,,MAPER,429922614,1,-18.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,tbt,X,X,,,,,,MAPER,947817120,1,-9.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,tjl,X,X,,,,,,MAPER,1,1,3.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,ttj,X,X,,,,,,MAPER,1,1,-9.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,B45,X,X,,X,,,,MOLQU,1,1,3.0,,,,B45,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MMO,X,X,,,,,,MOLQU,1,1000,,,,,C18,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MOL,X,X,,,,,,MOLQU,1,1,,,,,C34,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MW,X,X,,,,,,POWER,1,1000,,,,,C31,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,D46,X,X,,X,,,,POWER,1,1,,,,,D46,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,KVA,X,X,,X,,,,POWER,1,1,3.0,,,,KVA,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MVA,X,X,,X,,,,POWER,1,1,6.0,,,,MVA,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,BAR,X,X,,,,,,PRESS,100000,1,,,,,BAR,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,C56,X,X,,X,,,,PRESS,1,1,6.0,,,,C56,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,HPA,X,X,,,,,,PRESS,100,1,,,,,A97,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,KPA,X,X,,X,,,,PRESS,1,1,3.0,,,,KPA,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MBA,X,X,,,,,,PRESS,100,1,,,,,MBR,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MPA,X,X,,,,,,PRESS,1000000,1,,,,,MPA,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,bbl,X,X,,,,,,PRESS,884813557,1,-5.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,bft,X,X,,,,,,PRESS,372589453,1,-4.0,,,,B0,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,bgl,X,X,,,,,,PRESS,278716254,1,-3.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,gj3,X,X,,,,,,PRESS,1,1,6.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,gjm,X,X,,,,,,PRESS,1,1,9.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,jm3,X,X,,,,,,PRESS,1,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,mbb,X,X,,,,,,PRESS,884813557,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,2M,X,X,,X,,,,SPEED,1,1,-2.0,,,,2M,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,2X,X,X,,X,,,,SPEED,1,60,,,,,2X,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,CMH,X,X,,,,,,SPEED,1,360000,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,KMH,X,X,,X,,,,SPEED,10,36,,,,,KMH,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MMA,X,X,,,,,,SPEED,1,31536,-6.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MMH,X,X,,,,,,SPEED,1,3600000,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MMS,X,X,,,,,,SPEED,1,1000,,,,,C16,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MTS,X,X,,X,,,,SPEED,1,3600,,,,,MTS,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,TC3,X,X,,,,,,TKONZ,1000000,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,TM3,X,X,,,,,,TKONZ,1,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,EA,X,X,,X,,,,AAAADL,1,1,,,,,EA,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,EE,X,X,,X,,,,AAAADL,1,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,GW,X,X,,X,,,,AAAADL,1,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,LE,X,X,3.0,X,X,,,AAAADL,1,1,,,,,C62,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,DEG,X,X,99.0,X,,,,AAAADL,1,1,,,,1.0,DD,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,EML,X,X,,X,,,,AAAADL,1,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,G/L,X,X,,X,,,,AAAADL,1,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,GAU,X,X,99.0,X,,,,AAAADL,1,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,KGW,X,X,,X,,,,AAAADL,1,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,KWK,X,X,,X,,,,AAAADL,1,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MLW,X,X,,X,,,,AAAADL,1,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,PAA,X,X,,X,,,,AAAADL,1,1,,,,,PR,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,PCT,X,X,99.0,X,,,,AAAADL,1,1,,,,8.0,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,PRS,X,X,,X,,,,AAAADL,1,1,,,,,IE,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,VAL,X,X,,X,X,,,AAAADL,1,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,F,X,X,,,,,,CAPACI,1,1,,,,,FAR,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,4O,X,X,,X,,,,CAPACI,1,1,-6.0,,,,4O,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,4T,X,X,,X,,,,CAPACI,1,1,-12.0,,,,4T,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,C10,X,X,,X,,,,CAPACI,1,1,-3.0,,,,C10,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,C41,X,X,,X,,,,CAPACI,1,1,-9.0,,,,C41,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,D10,X,X,,X,,,,CONDUC,1,1,,,,3.0,D10,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,V01,X,X,,X,,,,CONDUC,1,1,-4.0,,,3.0,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,GJ,X,X,,X,,,,ENERGY,1,1,9.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,KJ,X,X,,,,,,ENERGY,1000,1,,,,,KJO,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MJ,X,X,,,,,,ENERGY,1,1000,,,,,C15,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MEJ,X,X,,X,,,,ENERGY,1000000,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MWH,X,X,,X,,,,ENERGY,3600,1,6.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,LMS,X,X,,X,,,,HYDROL,1,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,FT,X,X,,X,,,,LENGTH,381,1250,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MI,X,X,3.0,X,,,,LENGTH,201168,125,,,,,SMI,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,YD,X,X,,X,,,,LENGTH,1143,1250,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MIM,X,X,3.0,X,,,,LENGTH,1,1000000,,,,,4H,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,NAM,X,X,3.0,X,,,,LENGTH,1,1000000,-3.0,,,,C45,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MTE,X,X,,,,,,MAGNFD,1,1000,,,,,C29,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,TES,X,X,,,,,,MAGNFD,1,1,,,,,D33,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,GM2,X,X,,X,,,,MASSBD,1,1000,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,KGF,X,X,,,,,,MASSBD,1,1,,,,,28,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MGF,X,X,,,,,,MASSBD,1,100,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,JMO,X,X,,X,,,,MOENER,1,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,KJM,X,X,,X,,,,MOENER,1000,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,GM,X,X,,X,,,,MOLMAS,1,1000,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,KGM,X,X,,X,,,,MOLMAS,1,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,kml,X,X,,,,,,MOLMAS,1,1,-3.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,lbl,X,X,,,,,,MOLMAS,1,1,-3.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,M%,X,X,,,,,,MPROPO,1,100,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,tt,X,X,,,,,,MPROPO,1,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,GHG,X,X,,,,,,MPROPO,1,100,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,GKG,X,X,,,,,,MPROPO,1,1000,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,KGK,X,X,,,,,,MPROPO,1,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,M%O,X,X,,,,,,MPROPO,1,1000,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MGG,X,X,,,,,,MPROPO,1,1000,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MGK,X,X,,,,,,MPROPO,1,1000000,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MPB,X,X,,,,,,MPROPO,1,1,-9.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MPM,X,X,,,,,,MPROPO,1,1,-6.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MPT,X,X,,,,,,MPROPO,1,1,-12.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,kgt,X,X,,,,,,MPROPO,110231131,1,-11.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,lbt,X,X,,,,,,MPROPO,5,1,-4.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,PMR,X,X,,X,,,,PERMEA,1,1,,,,3.0,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,PRM,X,X,,X,,,,PERMEA,1,6000000,,,,3.0,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,P,X,X,,X,,,,POINTS,1,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,%,X,X,,X,,,,PROPOR,1,100,,,,,P1,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,1,X,X,,,,,,PROPOR,1,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,%O,X,X,,X,,,,PROPOR,1,1000,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,PPB,X,X,,X,,,,PROPOR,1,1,-9.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,PPM,X,X,,X,,,,PROPOR,1,1,-6.0,,,,59,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,PPT,X,X,,X,,,,PROPOR,1,1,-12.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,A87,X,X,,X,,,,RESIST,1,1,9.0,,,,A87,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,B75,X,X,,X,,,,RESIST,1,1,6.0,,,,B75,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,KOH,X,X,,,,,,RESIST,1000,1,,,,,B49,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MMG,X,X,,,,,,SPAEQU,1,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MMK,X,X,,,,,,SPAEQU,1,1000,,,,,D87,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MOK,X,X,,,,,,SPAEQU,1,1,,,,,C19,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,BQK,X,X,,,,,,SPARAD,1,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,KBK,X,X,,,,,,SPARAD,1000,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,JKG,X,X,,X,,,,SPENER,1,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,KJK,X,X,,X,,,,SPENER,1000,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,btl,X,X,,,,,,SPENER,2326,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,gjt,X,X,,,,,,SPENER,110231131,1,-2.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,mbt,X,X,,,,,,SPENER,1163,1,3.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,JKK,X,X,,X,,,,SPHCAP,1,1,,,,,B11,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,OM,X,X,,X,,,,SPREST,1,1,,,,,C61,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,OCM,X,X,,X,,,,SPREST,1,100,,,,,C60,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MBZ,X,X,,,,,,STEXKZ,100000,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MPZ,X,X,,,,,,STEXKZ,1,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,ACR,X,X,,X,,,,SURFAC,1210000,299,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,CM2,X,X,3.0,X,,,,SURFAC,1,10000,,,,,CMK,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,FT2,X,X,,X,,,,SURFAC,250,2691,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,GLM,X,X,3.0,X,,,,SURFAC,473168,201168,-6.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,HAR,X,X,,X,,,,SURFAC,10000,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,IN2,X,X,,X,,,,SURFAC,125,193752,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,KM2,X,X,,X,,,,SURFAC,1000000,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,LHK,X,X,3.0,X,,,,SURFAC,1,1,-8.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MI2,X,X,,X,,,,SURFAC,774400000,299,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MM2,X,X,3.0,X,,,,SURFAC,1,1000000,,,,,MMK,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,YD2,X,X,,X,,,,SURFAC,250,299,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,NM,X,X,,X,,,,SURFTE,1,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MNM,X,X,,X,,,,SURFTE,1,1000,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,M2I,X,X,3.0,X,,,,SURINV,1,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MPG,X,X,3.0,X,,,,SURINV,201168,473168,6.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,KMN,X,X,,X,,,,TEMPRT,1,60,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,KMS,X,X,,X,,,,TEMPRT,1,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,WMK,X,X,,X,,,,THCOND,1,1,,,,,D53,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MPS,X,X,,X,,,,VISDYN,1,1000,,,,,C24,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,PAS,X,X,,X,,,,VISDYN,1,1,,,,,C65,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,22S,X,X,,,,,,VISKIN,1,1000000,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,M2S,X,X,,X,,,,VISKIN,1,1,,,,,S4,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,L2,X,X,,X,,,,VOLFLO,1,60000,,,,,L2,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,C3S,X,X,,X,,,,VOLFLO,1,1000000,,,,,2J,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,GPH,X,X,3.0,X,,,,VOLFLO,3785344,3600,-9.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,LPH,X,X,3.0,X,,,,VOLFLO,1,3600000,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,M3D,X,X,,X,,,,VOLFLO,1,86400,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MQH,X,X,,X,,,,VOLFLO,1,3600,,,,,MQH,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,KV,X,X,,,,,,VOLTAG,1000,1,,,,,KVT,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MV,X,X,,,,,,VOLTAG,1,1000,,,,,2Z,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,B78,X,X,,X,,,,VOLTAG,1,1,6.0,,,,B78,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,4G,X,X,,X,,,,VOLUME,1,1,-9.0,,,,4G,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,PT,X,X,,X,,,,VOLUME,473168,1,-9.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,QT,X,X,,X,,,,VOLUME,946336,1,-9.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,CTL,X,X,,X,,,,VOLUME,1,100000,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,FT3,X,X,,X,,,,VOLUME,28316736,1,-9.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,GLL,X,X,,X,,,,VOLUME,3785344,1,-9.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,IN3,X,X,,X,,,,VOLUME,16387,1,-9.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MMQ,X,X,,X,,,,VOLUME,1,1,-9.0,,,,MMQ,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,OZA,X,X,,X,,,,VOLUME,29573,1,-9.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,YD3,X,X,,X,,,,VOLUME,764551872,1,-9.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,V%,X,X,,,,,,VPROPO,1,100,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,KMK,X,X,,,,,,VPROPO,1,1,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MLK,X,X,,,,,,VPROPO,1,1,-6.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,V%O,X,X,,,,,,VPROPO,1,1000,,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,VPB,X,X,,,,,,VPROPO,1,1,-9.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,VPM,X,X,,,,,,VPROPO,1,1,-6.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,VPT,X,X,,,,,,VPROPO,1,1,-12.0,,,,,,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
0,KT,X,X,,X,,,,MASS,1000000,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,KT,X,X,,X,,,,MASS,1000000,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,KT,X,X,,X,,,,MASS,1000000,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,KT,X,X,,X,,,,MASS,1000000,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,KT,X,X,,X,,,,MASS,1000000,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,KT,X,X,,X,,,,MASS,1000000,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,KT,X,X,,X,,,,MASS,1000000,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,KT,X,X,,X,,,,MASS,1000000,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,KT,X,X,,X,,,,MASS,1000000,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,LB,X,X,,X,,,,MASS,453592,1000000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
